longitude,latitude,distance_from_green_street_m,green_percentage,crime_score,split,grid_row,grid_col,block_id
-88.23766074295399,40.125118214257064,1645.0975747237978,0.0,0.0,train,325,410,128
-88.27512298857789,40.08218323380826,4185.045310805727,0.0,0.0,train,802,91,321
-88.26650785253037,40.139458336562974,3846.5298953940764,28.499999999999996,0.3779603,train,166,164,63
-88.18988874844749,40.07976741191238,4251.539772435223,0.0,0.0,train,828,818,336
-88.23976265312896,40.13232490866064,2449.235096361639,11.0,0.0,train,245,392,87
-88.19635019676929,40.13174132300881,3060.025417120596,0.0,0.025637643,train,251,762,115
-88.20890860160269,40.06528924679766,5112.580232139879,19.5,0.0,train,989,656,393
-88.18518026728991,40.08840752234514,3821.5883050234415,7.249999999999999,0.05111989,train,732,858,297
-88.24705979286772,40.114588301701374,632.0580462523092,59.25,0.01532436,train,442,330,166
-88.2227398434273,40.065663528233905,4984.055794781151,0.0,0.0,train,985,538,390
-88.27753229663948,40.14693931961445,5063.364360157473,0.0,0.0,train,83,70,21
-88.25300093150219,40.149716819470314,4479.643553726589,0.0,0.0,train,52,279,25
-88.20724860857754,40.07555464622451,4029.4960906009896,0.25,0.0,train,875,670,353
-88.2357570666454,40.14366942350784,3700.6016040225322,8.75,0.0,train,119,426,48
-88.17925389167716,40.06453309799153,6157.779454224844,0.0,0.0,train,997,909,398
-88.20462735075,40.097887350608474,1894.3968945179092,43.75,0.0,train,627,692,253
-88.23776255030893,40.136195946815526,2874.977400418333,86.0,0.0,train,202,409,88
-88.25997305615157,40.10541082428555,1597.2846318719994,5.25,0.0,train,544,220,204
-88.28435407288042,40.126138059207584,3996.0879569934955,15.75,0.0,train,314,12,120
-88.17586309759824,40.11172145079575,3714.8266458377475,17.75,0.04400439,train,473,937,198
-88.17026788677346,40.146117457123445,5751.432066199885,0.0,0.0,train,91,984,39
-88.26580680555077,40.136395819169344,3529.937388693809,0.0,0.0,train,200,170,83
-88.17409753189729,40.11433084709414,3885.1524751328793,31.25,0.0,train,444,952,179
-88.24136636798691,40.07414574586589,4005.718046608274,0.0,0.0,train,891,379,347
-88.24987188531873,40.11720217237188,1008.4864329642069,18.75,0.0,train,413,306,166
-88.18222577604959,40.15180757590662,5563.977536087818,0.0,0.0,train,28,882,17
-88.200897953667,40.085814735772495,3174.855099156375,36.75,0.0,train,761,724,314
-88.18403518059397,40.1294745478533,3671.0234785022026,76.0,0.0,train,276,867,117
-88.21603253235637,40.08069746377811,3335.132158455379,0.0,0.0,train,818,595,331
-88.24430320181051,40.06955482180384,4517.835219147791,0.5,0.0,train,942,354,367
-88.27171053468408,40.095780958492654,2975.04677981416,34.5,0.0,train,651,120,262
-88.20149300165146,40.14201436745678,3805.6099124964157,8.25,0.0,train,137,718,54
-88.1685062195271,40.14665533437696,5901.998601862173,0.0,0.0,train,85,999,39
